id,lat,lon,name
USC00054606,38.8867,-102.7232,KIT CARSON 9NNE
USC00057560,39.5719,-103.2922,SHAW 4ENE
USC00051443,38.9027,-107.8922,CEDAREDGE 3E
USC00057317,37.9137,-104.9484,RYE 1SW
USC00052223,39.7294,-105.0083,DENVER WATER DEPARTMENT
USC00052947,40.6483,-102.8594,FLEMING 3SW
USW00003028,37.28333,-102.61389,SPRINGFIELD COMANCHE NATIONAL GRASSLAND
USW00093009,39.21667,-106.3,LEADVILLE
USW00093009,39.22917,-106.31694,LEADVILLE LAKE COUNTY AP
USC00052286,40.2441,-108.9726,DINOSAUR NATL MONUMNT
USC00053307,38.9538,-109.0527,GLADE PARK 17W
USC00051743,39.2366,-107.9797,COLLBRAN 1WSW
USC00052196,38.7538,-108.0277,DELTA 3E
USC00053446,40.5092,-106.0056,GOULD 4SE S.F.S.P
USC00054254,37.0855,-107.5333,IGNACIO 8E
USC00052761,40.3689,-105.5108,ESTES PARK 1 SSE
USC00052816,39.2219,-105.9936,FAIRPLAY S PARK RD
USC00052342,37.7672,-108.9119,DOVE CREEK
USC00059278,37.5594,-108.6636,YELLOW JACKET 4NE
USC00050306,38.6841,-102.1614,ARAPAHOE 12S
USC00050754,38.5547,-107.6872,BLACK CANYON OF THE GUNNISON
USC00053359,39.51667,-107.31667,GLENWOOD SPRINGS 3 SSE
USC00053359,39.56667,-107.33333,GLENWOOD SPRINGS 1 N
USC00053359,39.518,-107.3172,GLENWOOD SPGS #2
USC00059058,38.903,-103.0193,WILD HORSE 6N
USC00058860,37.4297,-106.0317,WAVERLY 1W
USC00056306,38.8522,-107.6236,PAONIA 1SW
USC00056320,38.3897,-108.9494,PARADOX 2N
USC00050128,37.4702,-105.8569,ALAMOSA 1E
USC00056205,38.0263,-107.6725,OURAY NO. 2
USC00069388,41.9442,-71.9031,WEST THOMPSON LAKE
USC00067970,41.1247,-73.5475,STAMFORD 5 N
USC00068138,41.7951,-72.2285,STORRS
USW00094702,41.1583,-73.1289,IGOR I SIKORSKY MEMORI AP
USC00065910,41.5269,-72.0642,NORWICH PUB UTILITY PLANT
USC00060973,41.7944,-72.932,BURLINGTON
USC00060227,41.8418,-73.0085,BAKERSVILLE
USC00065445,41.9725,-73.2208,NORFOLK 2 SW
USW00014740,41.9375,-72.6819,HARTFORD-BRADLEY INTERNATIONAL AIRPORT
USC00063420,41.7676,-72.0531,HAMPTON
USC00067958,41.9984,-72.2606,STAFFORDVILLE
USC00060808,41.2004,-73.1569,BRIDGEPORT-SUCCESS HILL
USC00072730,39.1467,-75.5055,DOVER
USC00079605,39.7739,-75.5414,WILMINGTON PORTER RES
USW00013781,39.6744,-75.60567,WILMINGTON NEW CASTLE CO AP
USW00012843,27.651,-80.4199,VERO BEACH INTL AP
USC00082944,30.6669,-81.4525,FERNANDINA BEACH
USW00012896,24.72583,-81.05167,MARATHON AP
USW00012888,25.6475,-80.43306,MIAMI KENDALL TAMIAMI EXEC AP
USW00012839,25.7905,-80.3163,MIAMI INTL AP
USW00092809,25.99889,-80.24111,HOLLYWOOD NORTH PERRY AP
USW00012849,26.07875,-80.16217,FORT LAUDERDALE INTERNATIONAL AIRPORT
USW00012897,26.1522,-81.7752,NAPLES MUNICIPAL AP
USW00012885,26.19694,-80.17083,FORT LAUDERDALE EXECUTIVE AP
USW00092805,26.25,-80.10833,POMPANO BEACH AIRPARK
USW00012844,26.6847,-80.0994,WEST PALM BEACH INTL AP
USW00012812,26.91722,-81.99139,PUNTA GORDA CHARLOTTE COUNTY AP
USC00080236,27.1819,-81.3508,ARCHBOLD BIO STATION
USW00012838,28.1011,-80.6439,MELBOURNE INTERNATIONAL AIRPORT
USW00012871,27.40139,-82.55861,SARASOTA BRADENTON AP
USW00012842,27.96194,-82.5403,TAMPA INTL AP
USW00012815,28.4339,-81.325,ORLANDO INTL AP
USC00081641,28.4558,-81.7234,CLERMONT 9 S
USW00012841,28.54528,-81.33306,ORLANDO EXECUTIVE AP
USW00012854,28.77972,-81.24361,ORLANDO SANFORD AP
USW00012819,28.82083,-81.80972,LEESBURG MUNICIPAL AP
USW00012834,29.1828,-81.0483,DAYTONA BEACH INTL AP
USW00012833,29.63333,-83.10528,CROSS CITY AP
USC00083874,29.7652,-81.4697,HASTINGS 4NE
USW00012816,29.6919,-82.2755,GAINESVILLE REGIONAL AP
USW00053860,30.3361,-81.5147,JACKSONVILLE CRAIG MUNICIPAL AP
USC00087429,30.54972,-84.58361,QUINCY 3 SSW
USW00003818,30.83556,-85.18389,MARIANNA MUNICIPAL AP
USW00012895,27.49806,-80.37667,FORT PIERCE ST LUCIE COUNTY INTL AP
USW00012832,29.73333,-85.03333,APALACHICOLA AP
USW00012835,26.585,-81.8614,FORT MYERS PAGE FIELD AP
USW00012836,24.555,-81.75222,KEY WEST INTL AP
USW00093805,30.39306,-84.35333,TALLAHASSEE REGIONAL AP
USW00013899,30.47806,-87.18694,PENSACOLA REGIONAL AP
USC00086767,29.6319,-81.2061,PALM COAST 6NE
USC00086618,29.4794,-81.9681,ORANGE SPRINGS 2SSW
USC00088756,30.3961,-84.3555,TALLAHASSEE AIRPORT
USW00013889,30.495,-81.6936,JACKSONVILLE INTL AP
USW00012882,25.90694,-80.28028,MIAMI OPA LOCKA AP
USW00092806,27.76472,-82.6275,ST PETERSBURG ALBERT WHITTED AP
USW00053819,33.35528,-84.56694,PEACHTREE CITY FALCON FIELD
USC00093621,34.3006,-83.86,GAINESVILLE
USC00095874,33.0831,-83.2498,MILLEDGEVILLE
USC00098740,34.5786,-83.3319,TOCCOA
USC00099157,33.7264,-82.7059,WASHINGTON 2 ESE
USW00093845,30.7825,-83.27667,VALDOSTA REGIONAL AP
USC00094429,31.0767,-82.8003,HOMERVILLE 5 N
USW00013878,31.1522,-81.3908,BRUNSWICK MALCOLM MCKINNON AP
USC00096219,31.2738,-81.9197,NAHUNTA 6NE
USC00091500,31.1902,-84.2036,CAMILLA 3SE
USC00097808,31.39806,-81.28077,SAPELO ISLAND
USW00013870,31.535800000000002,-82.5067,ALMA BACON COUNTY AP
USW00013869,31.53556,-84.19444,ALBANY SW GEORGIA REGIONAL AP
USC00092450,31.767220000000002,-84.79306,CUTHBERT
USC00091266,32.375,-81.6731,BROOKLET 1 W
USW00093842,32.5161,-84.9422,COLUMBUS METROPOLITAN AP
USW00003813,32.6847,-83.6527,MACON MIDDLE GA REGIONAL AP
USC00098064,33.5635,-83.0768,SILOAM 3N
USC00094700,33.5312,-84.3545,JONESBORO
USC00091640,33.5972,-85.0805,CARROLLTON
USW00013874,33.6301,-84.4418,ATLANTA HARTSFIELD INTL AP
USW00003888,33.77917,-84.52139,ATLANTA FULTON COUNTY AP
USW00053863,33.875,-84.30222,ATLANTA DEKALB PEACHTREE AP
USC00092485,33.988,-84.7475,DALLAS 7 NE
USW00013873,33.948,-83.3275,ATHENS BEN EPPS AP
USC00093060,34.1409,-82.8551,ELBERTON 2 N
USC00090181,34.165,-84.73,ALLATOONA DAM 2
USC00092408,34.2286,-84.1281,CUMMING 2N
USC00092180,34.2625,-83.4895,COMMERCE 4 NNW
USW00093801,34.34778,-85.16111,ROME R B RUSSELL AP
USC00094133,34.35178,-82.93013,HARTWELL
USC00094648,34.4758,-84.4461,JASPER 1 NNW
USC00098436,34.4546,-85.39,SUMMERVILLE
USC00092283,34.5181,-83.5286,CORNELIA
USC00092006,34.5859,-83.7658,CLEVELAND
USC00094941,34.853,-85.3142,CHICKAMAUGA 2 SW
USC00091863,34.7582,-84.7642,CHATSWORTH 2
USC00091982,34.8879,-83.3966,CLAYTON 1 SSW
USC00090969,34.8544,-83.9444,BLAIRSVILLE EXP STA
USC00095404,33.8533,-84.5783,MABLETON 1 N
USC00091965,34.6159,-83.5429,CLARKESVILLE
USC00092159,32.5181,-84.9378,COLUMBUS NO 2
USC00099486,33.9664,-83.2911,WINTERVILLE
USC00097827,34.6646,-83.7342,SAUTEE 3W
USC00092517,34.1175,-83.3044,DANIELSVILLE
USW00053838,34.27194,-83.83028,GAINESVILLE LEE GILMER MEMORIAL AP
USW00003822,32.13133,-81.20237,SAVANNAH INT'L AIRPORT
USW00003822,32.01667,-81.13333,SAVANNAH HUNTER FIELD
USW00003820,33.3644,-81.9633,AUGUSTA BUSH FIELD AP
USC00097171,31.6953,-82.9239,PRIDGEN
USW00053873,34.12306,-84.84861,CARTERSVILLE AIRPORT
USC00093658,31.8966,-85.0375,GEORGETOWN 4 E
USC00096093,34.9047,-83.4127,MOUNTAIN CITY 2 SW
USC00094862,32.7127,-82.5415,KITE
USW00024149,46.3747,-117.0156,LEWISTON NEZ PERCE COUNTY AP
USC00100010,42.9536,-112.8253,ABERDEEN EXPERIMENT STN
USC00100470,44.0707,-111.4565,ASHTON 1N
USC00101408,44.5734,-116.6754,CAMBRIDGE
USC00101956,47.6821,-116.7967,COEUR D'ALENE
USC00103732,42.5872,-111.7275,GRACE
USC00104845,43.6841,-114.3602,KETCHUM RANGER STATION
USC00104670,42.7325,-114.5192,JEROME
USC00103143,46.093,-115.5355,FENN RANGER STATION
USC00105275,42.123,-111.3133,LIFTON PUMPING STATION
USC00106152,46.728,-116.9557,MOSCOW U OF I
USC00106388,44.9714,-116.2933,NEW MEADOWS RS
USC00106542,42.2341,-113.898,OAKLEY
USC00102845,46.5023,-116.3216,DWORSHAK FISH HATCHERY
USC00106891,44.0763,-116.9312,PAYETTE
USC00107264,48.9994,-116.4991,PORTHILL
USC00107386,48.3512,-116.8354,PRIEST RIVER EXP STATION
USC00108137,48.2943,-116.5627,SANDPOINT EXP STATION
USC00108080,45.1875,-113.9008,SALMON-KSRA
USC00106230,47.4661,-115.8113,MULLAN
USC00107346,42.0933,-111.8826,PRESTON
USC00105567,42.3061,-113.3688,MALTA
USC00106877,42.6118,-113.7628,PAUL 1ENE
USC00101220,42.6006,-114.7453,BUHL NO 2
USC00105678,42.668,-112.998,MASSACRE ROCKS STATE PARK
USC00105980,42.6769,-113.5021,MINIDOKA DAM
USC00107208,42.8916,-112.4086,POCATELLO 2 NE
USW00024156,42.9202,-112.5711,POCATELLO REGIONAL AIRPORT
USC00108380,42.9383,-114.4169,SHOSHONE 1 WNW
USC00103297,43.0427,-112.4133,FORT HALL 1 NNE
USC00107673,43.0517,-114.155,RICHFIELD
USC00100915,43.19172,-112.34522,BLACKFOOT FIRE DEPARTMENT
USC00107040,43.3086,-114.0668,PICABO
USC00104456,43.3455,-111.7847,IDAHO FALLS 16 SE
USC00103108,43.3428,-114.7899,FAIRFIELD RANGER STATION
USC00108937,43.4372,-111.2791,SWAN VALLEY
USC00104455,43.514,-112.0126,IDAHO FALLS - KIFI
USC00102260,43.465,-113.558,CRATERS OF THE MOON
USW00024131,43.5666,-116.2405,BOISE AIR TERMINAL
USC00106305,43.6039,-116.5753,NAMPA SUGAR FACTORY
USC00100375,43.6356,-113.29978,ARCO
USC00102676,43.7306,-111.1125,DRIGGS
USC00101017,43.7383,-116.2022,BOISE 7 N
USC00104384,43.7827,-113.0033,HOWE
USC00109065,43.85639,-111.27695,TETONIA EXP STN
USC00102942,43.8544,-116.4663,EMMETT 2 E
USC00108022,43.9518,-111.6789,SAINT ANTHONY
USC00103964,43.9663,-112.2641,HAMER 4 NW
USC00101671,43.9772,-113.8288,CHILLY BARTON FLAT
USC00103448,44.1011,-115.9694,GARDEN VALLEY
USC00108676,44.2205,-114.9341,STANLEY
USC00102707,44.2436,-112.2005,DUBOIS EXPERIMENT STATION
USC00104598,44.4189,-111.3714,ISLAND PARK
USC00101514,44.5228,-116.0481,CASCADE 1 NW
USC00105685,44.5663,-113.8952,MAY 2SSE
USC00105177,44.683,-113.3622,LEADORE NO. 2
USC00102187,44.7441,-116.4326,COUNCIL
USC00105708,44.8871,-116.1046,MCCALL
USC00109950,44.9628,-115.496,YELLOWPINE
USC00109000,45.1017,-114.8508,TAYLOR RANCH
USC00103771,45.9413,-116.1175,GRANGEVILLE
USC00102159,46.0336,-116.3919,COTTONWOOD 2 WSW
USC00104793,46.2299,-116.0338,KAMIAH
USC00109846,46.2381,-116.6232,WINCHESTER
USC00106424,46.2324,-116.243,NEZPERCE
USC00107046,46.4922,-115.8006,PIERCE
USC00107301,46.9603,-116.855,POTLATCH 3 NNE
USC00100528,47.2532,-115.9204,AVERY R.S. #2
USC00108062,47.3165,-116.5789,SAINT MARIES
USC00109498,47.4754,-115.9313,WALLACE
USC00100667,47.9804,-116.5594,BAYVIEW MODEL BASIN
USC00101363,48.0863,-116.0573,CABINET GORGE
USC00101079,48.69278,-116.31028,BONNERS FERRY
USC00103932,42.8114,-114.9239,HAGERMAN 2 SW
USC00109963,45.545,-115.2514,YELLOWPINE BAR
USC00106250,42.0264,-115.3596,MURPHY (DESERT) HOT SPRINGS
USC00100803,42.3352,-111.385,BERN
USC00105143,42.6194,-112.0066,LAVA HOT SPRINGS
USW00094143,43.5316,-112.9422,IDAHO FALLS 46 W
USC00107210,42.875,-112.4444,POCATELLO CITY
USC00104831,47.534,-116.1221,KELLOGG
USW00024131,43.61667,-116.21667,BOISE RIVER GAGE
USW00003960,38.57139,-90.15722,CAHOKIA ST LOUIS DOWNTOWN AP
USW00094846,41.995,-87.9336,CHICAGO OHARE INTL AP
USC00115768,40.9443,-90.6381,MONMOUTH
USC00110072,41.1977,-90.7447,ALEDO
USC00110338,41.7805,-88.3091,AURORA
USC00111280,39.2883,-89.8702,CARLINVILLE
USC00111436,39.4762,-88.1652,CHARLESTON
USC00112140,40.1391,-87.6479,DANVILLE
USC00112193,39.8288,-88.9505,DECATUR WTP
USC00112483,37.9877,-89.193,DU QUOIN 4 SE
USC00113335,41.1738,-90.0351,GALVA
USC00113717,39.7377,-90.7086,GRIGGSVILLE
USC00114108,39.1609,-89.4919,HILLSBORO
USC00114198,40.4664,-87.6851,HOOPESTON
USC00114442,39.7346,-90.1979,JACKSONVILLE 2E
USC00114823,40.5838,-90.9686,LA HARPE
USC00115079,40.152,-89.3387,LINCOLN
USC00115326,42.2637,-88.6079,MARENGO
USC00115712,40.9126,-89.034,MINONK
USC00115833,41.804,-89.9744,MORRISON
USC00115901,42.098,-89.9841,MOUNT CARROLL
USC00116446,38.7003,-88.0816,OLNEY 2S
USC00116526,41.3283,-88.9106,OTTAWA 5SW
USC00116558,39.0029,-87.6226,PALESTINE
USC00116579,39.3687,-89.0867,PANA
USC00116610,39.6185,-87.6672,PARIS STP
USC00116910,40.8777,-88.6364,PONTIAC
USC00117551,40.12762,-90.55913,RUSHVILLE
USC00118147,38.11667,-89.71667,SPARTA 1 W
USC00118740,40.084,-88.2404,CHAMPAIGN 3S
USC00118916,41.5603,-89.6024,WALNUT
USC00119241,39.4411,-90.379,WHITE HALL 1 E
USC00119354,39.4459,-88.5962,WINDSOR
USC00110993,37.1275,-88.653,BROOKPORT DAM 52
USC00118020,37.1644,-88.4311,SMITHLAND LOCK & DAM
USC00113580,37.2036,-89.0422,GRAND CHAIN DAM 53
USC00117487,37.4747,-88.4122,ROSICLARE 5NW
USC00112353,37.4388,-88.6678,DIXON SPRINGS AGRIC CNTR
USC00111265,37.7308,-89.1658,CARBONDALE SEWAGE PLANT
USW00093810,37.77972,-89.24972,CARBONDALE SOUTHERN ILLINOIS AP
USC00114629,37.9842,-89.9492,KASKASKIA RIVER NAVIGATION LOCK
USC00112931,38.3805,-88.3263,FAIRFIELD RADIO WFIW
USC00116011,38.343,-89.3586,NASHVILLE 1 E
USC00111290,38.6249,-89.363,CARLYLE RESERVOIR
USW00013809,38.76417,-87.60556,LAWRENCEVILLE VINCENNES INTL AP
USC00110137,38.8663,-90.1463,ALTON - MELVIN PRICE L&D
USC00117126,39.1483,-89.1022,RAMSEY
USC00114489,39.1025,-90.343,JERSEYVILLE 2 SW
USC00115841,39.4157,-89.4615,MORRISONVILLE
USC00117876,39.4079,-88.7739,SHELBYVILLE DAM
USW00053802,39.47806,-88.28028,MATTOON CHARLESTON COLES COUNTY AP
USC00118389,39.5608,-88.6066,SULLIVAN 3S
USC00116837,39.622,-90.8033,PITTSFIELD NO 2
USC00114447,39.7133,-90.2285,JACKSONVILLE 2
USC00118684,39.79465,-88.29106,TUSCOLA
USW00003887,39.83444,-88.86556,DECATUR AP
USW00093822,39.8447,-89.6839,SPRINGFIELD ABRAHAM LINCOLN CAPITAL AP
USW00093989,39.93694,-91.19194,QUINCY REGIONAL AP
USC00117077,39.9035,-91.4284,QUINCY DAM 21
USW00094870,40.03972,-88.27778,CHAMPAIGN URBANA WILLARD AP
USC00110598,40.3444,-91.1124,BENTLEY
USC00116200,40.5493,-88.9501,NORMAL 4NE
USC00111836,40.6211,-89.2415,CONGERVILLE 2NW
USW00014842,40.6675,-89.6839,PEORIA INTERNATIONAL AP
USC00111475,40.74076,-88.71802,CHENOA
USC00119021,40.79403,-87.75458,WATSEKA 2 NW
USC00113455,40.8821,-91.0234,GLADSTONE DAM 18
USC00113320,40.9464,-90.3856,GALESBURG
USC00114603,41.138,-87.8855,KANKAKEE METRO WASTEWATER
USC00114710,41.2429,-89.8997,KEWANEE 1 E
USC00115372,41.3286,-88.7533,MARSEILLES LOCK
USC00115825,41.3708,-88.4336,MORRIS 1 NW
USC00113384,41.4511,-90.1487,GENESEO
USW00014923,41.46528,-90.52333,MOLINE QUAD CITY INTL AP
USC00116616,41.4947,-87.6802,PARK FOREST
USC00114530,41.5033,-88.1027,JOLIET BRANDON RD DAM
USC00116661,41.66533,-88.97797,PAW PAW 2S
USC00112223,41.9342,-88.7756,DE KALB
USC00113290,41.8978,-90.1545,FULTON L&D # 13
USC00111497,42.1398,-87.7854,CHICAGO BOTANIC GARDEN
USC00110442,42.1153,-88.1639,BARRINGTON 3SW
USW00094822,42.1927,-89.093,ROCKFORD GREATER ROCKFORD AP
USC00115493,42.3091,-88.2533,MC HENRY -WG STRATTON L&D
USC00113262,42.2972,-89.6038,FREEPORT WASTE WTR PL
USC00118293,42.3996,-89.9902,STOCKTON 3 NNE
USC00117391,41.518,-90.5647,ROCK ISLAND L&D 15
USC00112745,42.3162,-90.2269,ELIZABETH
USC00116663,40.4547,-88.1417,PAXTON 2 WSW
USC00111302,38.0733,-88.1805,CARMI 3
USC00116998,41.366,-89.452,PRINCETON
USC00114400,38.493,-88.9703,IUKA 12 SW
USC00112500,41.1072,-88.4111,DWIGHT
USC00117457,41.60413,-88.08497,ROMEOVILLE WFO
USC00115772,40.9362,-90.7197,MONMOUTH 4NW
USC00116738,39.8058,-90.8236,PERRY 6 NW
USC00116157,38.9916,-88.1828,NEWTON
USC00116897,42.03442,-89.60733,POLO 5NW
USC00119331,39.6351,-90.4527,WINCHESTER
USC00115961,42.2553,-88.0769,MUNDELEIN 4 WSW
USW00014806,40.3,-88.15,RANTOUL CHANUTE AFB
USC00114780,40.9026,-90.2897,KNOXVILLE
USC00110764,40.4864,-89.0865,BLOOMINGTON 5W
USC00113106,38.678,-88.4798,FLORA
USC00117345,39.006,-87.7769,ROBINSON
USC00116970,40.5913,-90.4641,PRAIRIE CITY 2S
USC00118186,39.836,-89.625,SPRINGFIELD #2
USC00114078,39.1396,-88.1905,HIDALGO 3SW
USW00013802,38.5199,-89.8466,BELLEVILLE SIU RESEARCH
USC00115943,38.32333,-88.85833,MOUNT VERNON OUTLAND AIRPORT
USC00115943,38.3483,-88.8533,MT VERNON 3 NE
USC00117636,38.6043,-88.9459,SALEM
USC00117354,41.9116,-89.0708,ROCHELLE
USC00110140,41.1204,-90.1641,ALTONA
USC00116025,39.3535,-88.4999,NEOGA 4NW
USC00112736,42.03333,-88.33333,ELGIN
USC00112736,42.0628,-88.2861,ELGIN
USC00115097,41.8127,-88.0727,LISLE - MORTON ARBORETUM
USC00123777,40.4355,-85.2891,HARTFORD CITY 4 ESE
USC00128967,37.7952,-87.993,J.T. MYERS LOCKS & DAM
USC00122731,37.9647,-87.5783,EVANSVILLE MUSEUM
USC00126001,37.9286,-87.8955,MOUNT VERNON
USC00120852,38.0302,-87.2736,BOONVILLE 1S
USW00093817,38.0441,-87.5205,EVANSVILLE REGIONAL AP
USC00127125,38.3566,-87.5905,PRINCETON 1 W
USC00122309,38.4558,-86.6983,DUBOIS SRN IN FORAGE FARM
USC00126705,38.5555,-86.4858,PAOLI
USC00128036,38.5529,-86.7944,SHOALS 8 S
USC00129253,38.6489,-87.1989,WASHINGTON 1 W
USC00126580,38.88782,-86.552,OOLITIC PURDUE EX FRM
USW00003893,39.13333,-86.61667,BLOOMINGTON MONROE COUNTY AP
USC00120784,39.1742,-86.5214,BLOOMINGTON INDIANA UNIV
USC00121747,39.166,-85.9227,COLUMBUS
USC00128290,39.28385,-86.77048,SPENCER
USC00128723,39.4708,-87.408,TERRE HAUTE INDIANA STATE
USC00121030,39.42387,-85.01445,BROOKVILLE
USC00125407,39.4039,-86.4531,MARTINSVILLE 2 SW
USC00127999,39.5282,-85.7914,SHELBYVILLE SEWAGE PLANT
USC00127646,39.6042,-85.4532,RUSHVILLE
USW00093819,39.72517,-86.28168,INDIANAPOLIS INTL AP
USC00123527,39.7858,-85.7611,GREENFIELD
USC00127522,39.7594,-87.2269,ROCKVILLE
USW00053842,39.825,-86.29583,INDIANAPOLIS EAGLE CREEK AP
USC00127370,39.8544,-84.8779,RICHMOND WATER WORKS
USC00126164,39.8942,-85.3953,NEW CASTLE 3 SW
USC00129557,39.9962,-86.3543,WHITESTOWN
USC00126830,40.0738,-87.5066,PERRYSVILLE 4 WNW
USC00120177,40.1117,-85.7163,ANDERSON SEWAGE PLANT
USC00122825,40.2538,-85.1484,FARMLAND 5 NNW
USC00128784,40.2233,-86.1086,TIPTON 5 SW
USC00123082,40.2986,-86.5066,FRANKFORT DISPOSAL
USC00124715,40.2963,-86.9027,LAFAYETTE 8 S
USC00124662,40.4582,-86.1758,KOKOMO 3 WSW
USW00014835,40.41222,-86.93694,LAFAYETTE PURDUE UNIVERSITY AP
USC00129430,40.475,-86.9919,WEST LAFAYETTE 6 NW
USC00125337,40.58,-85.6586,MARION 2 N
USC00129905,40.5615,-86.3424,YOUNG AMERICA
USC00120676,40.6683,-84.93,BERNE WWTP
USC00125117,40.7477,-86.3877,LOGANSPORT CICOTT ST.
USC00120830,40.8143,-85.1546,BLUFFTON 6N
USC00122096,40.8483,-84.9299,DECATUR 1 N
USC00124181,40.8555,-85.498,HUNTINGTON
USC00127298,40.9238,-87.1752,RENSSELAER
USC00126420,40.9936,-85.7749,NORTH MANCHESTER WWTP
USC00129670,41.0267,-86.5866,WINAMAC 2SSE
USC00121739,41.1452,-85.4898,COLUMBIA CITY
USC00129240,41.2634,-85.8677,WARSAW
USC00124657,41.3053,-86.6285,KNOX WWTP
USC00125174,41.2647,-87.4178,LOWELL
USC00129222,41.4439,-86.9294,WANATAH 2 WNW
USW00014829,41.5333,-85.7833,GOSHEN MUNICIPAL AP
USC00124782,41.5269,-86.2692,LAKEVILLE
USC00123418,41.5575,-85.8825,GOSHEN 3SW
USC00120200,41.6639,-85.0183,ANGOLA
USC00124837,41.6116,-86.7297,LAPORTE
USC00124730,41.6474,-85.4121,LAGRANGE
USW00014848,41.7072,-86.3163,SOUTH BEND AP
USC00129113,38.7386,-87.4877,VINCENNES 5 NE
USC00121873,40.0028,-86.8011,CRAWFORDSVILLE 6 SE
USC00126989,41.3392,-86.3358,PLYMOUTH
USC00123207,41.3366,-85.1198,GARRETT 1 S
USC00124244,41.63178,-87.08803,INDIANA DUNES NATIONAL  LAKESHORE
USC00121417,40.6653,-86.955,CHALMERS 5 W
USC00123078,40.9843,-86.8871,FRANCESVILLE
USC00123091,39.4684,-86.04121,FRANKLIN WWTP
USC00128442,38.2691,-87.163,STENDAL
USC00121303,39.9617,-86.0585,CARMEL 3 E
USW00053866,39.57806,-85.80333,SHELBYVILLE MUNICIPAL AP
USC00127069,40.46667,-84.96667,PORTLAND WATER WORKS
USC00127069,40.4174,-84.9925,PORTLAND 1 SW
USW00003868,39.45194,-87.30889,TERRE HAUTE HULMAN REGIONAL AP
USW00093823,39.45194,-87.30889,TERRE HAUTE HULMAN REGIONAL AP
USW00014827,40.9705,-85.2063,FORT WAYNE INTL AP
USW00094895,40.23417,-85.39361,MUNCIE DELAWARE COUNTY AP
USW00003868,39.45,-87.3,TERRE HAUTE HULMAN FIELD ANG
USC00123547,39.33333,-85.45,GREENSBURG 2 E
USC00123547,39.33333,-85.55,GREENSBURG 3 SW
USC00123547,39.3475,-85.4891,GREENSBURG
USC00123547,39.35,-85.5,GREENSBURG WATERWORKS
USC00126400,41.3588,-85.6997,NORTHERN INDIANA WFO
USW00014937,41.63278,-91.54306,IOWA CITY MUNICIPAL AP
USC00132209,41.7366,-93.7236,DES MOINES WSFO-JOHNSTON
USC00133007,40.6222,-91.334,FORT MADISON
USC00132299,40.6458,-91.564,DONNELLSON
USC00134585,40.6233,-93.9343,LAMONI
USC00130576,40.6741,-94.7244,BEDFORD
USC00134389,40.7356,-91.9696,KEOSAUQUA
USC00131354,40.7324,-92.8899,CENTERVILLE
USC00130149,40.7041,-93.3697,ALLERTON
USC00131533,40.7244,-95.0191,CLARINDA
USC00130753,40.7597,-92.4394,BLOOMFIELD 1 WNW
USC00137613,40.7672,-95.38,SHENANDOAH
USC00137669,40.736,-95.643,SIDNEY 1SSE
USC00131060,40.7747,-91.1165,BURLINGTON 2S
USC00136910,40.825,-92.8925,RATHBUN DAM
USC00130536,40.8069,-94.0474,BEACONSFIELD
USC00135796,40.9486,-91.5647,MOUNT PLEASANT 1 SSW
USC00130112,41.0655,-92.7866,ALBIA 3 NNE
USC00132789,41.021,-91.9553,FAIRFIELD
USC00131394,41.0163,-93.2791,CHARITON 1 E
USC00136316,41.0194,-93.7502,OSCEOLA
USC00131962,41.0372,-94.3936,CRESTON 2 SW
USC00131833,40.98833,-94.75889,CORNING
USC00136940,41.0036,-95.2419,RED OAK
USW00014950,41.1077,-92.4466,OTTUMWA INDUSTRIAL AP
USC00138688,41.2824,-91.7078,WASHINGTON
USC00137678,41.3363,-92.2044,SIGOURNEY
USC00136327,41.3213,-92.6466,OSKALOOSA
USC00134502,41.3247,-93.1008,KNOXVILLE
USC00139132,41.3149,-94.0184,WINTERSET 1S
USC00133438,41.298,-94.4561,GREENFIELD
USC00136151,41.3044,-95.3844,OAKLAND
USC00134063,41.36639,-93.64806,INDIANOLA 2W
USC00130364,41.4175,-95.0041,ATLANTIC 1 NE
USW00014933,41.5338,-93.653,DES MOINES INTL AP
USC00134705,41.5747,-90.4005,LE CLAIRE L & D 14
USC00134894,41.638,-95.7883,LOGAN
USC00134101,41.6093,-91.5051,IOWA CITY
USC00130241,41.6774,-93.5822,ANKENY
USC00133509,41.6686,-94.4972,GUTHRIE CENTER
USC00133632,41.6452,-95.3339,HARLAN
USC00133473,41.72,-92.749,GRINNELL 3 SW
USC00135992,41.7116,-93.0297,NEWTON
USC00130385,41.7069,-94.9222,AUDUBON
USC00131635,41.7947,-90.2639,CLINTON NO 1
USC00136566,41.8394,-94.1105,PERRY
USC00130600,41.8814,-92.2764,BELLE PLAINE
USC00131319,42.0496,-91.5881,CEDAR RAPIDS NO 1
USC00138296,42.0355,-92.5805,TOLEDO 3N
USC00134228,42.0347,-94.4113,JEFFERSON
USC00130203,41.9519,-93.5655,AMES 5 SE
USC00130200,42.0208,-93.7741,AMES 8 WSW
USC00131233,42.065,-94.85,CARROLL
USC00132171,42.0363,-95.3288,DENISON
USC00135131,42.0494,-90.7488,MAQUOKETA 4 W
USC00135198,42.0647,-92.9244,MARSHALLTOWN
USC00130807,42.0416,-93.8905,BOONE
USC00131277,42.0633,-95.8363,CASTANA EXP FARM
USC00130213,42.1117,-91.2933,ANAMOSA 1 WNW
USW00094988,42.11056,-92.91611,MARSHALLTOWN MUNICIPAL AP
