year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,2464.057,1888.320,2994.804,2120.132,2784.183,2459.629,2165.402,2775.087,2180.098,2721.898
2007,2249.887,1936.358,2569.282,2104.381,2487.508,2324.692,2032.434,2723.968,2159.749,2607.925
2008,2443.595,2105.579,2894.328,2222.112,2732.611,2413.397,1909.846,2812.861,2037.356,2617.995
2009,2468.485,2027.733,2897.054,2132.740,2612.938,2447.632,2156.348,2864.239,2247.020,2709.740
2010,2427.839,2133.564,2769.466,2210.168,2734.607,2328.745,1827.014,2869.271,2137.872,2725.106
2011,2488.461,2130.294,2736.784,2175.333,2606.992,2407.508,2172.018,2851.746,2210.329,2700.494
2012,2447.887,1741.903,2684.194,2222.425,2660.484,2340.004,2029.363,2537.173,2163.746,2440.879
2013,2404.545,1870.609,2713.051,2077.491,2599.809,2351.993,1839.395,2799.901,2112.863,2548.643
2014,2293.254,1974.529,2750.567,2009.977,2633.162,2425.240,1844.178,2807.280,2078.821,2608.266
2015,2343.337,2148.011,2700.314,2159.991,2624.871,2435.359,1990.291,2887.073,2140.941,2723.642
2016,2342.815,2061.074,2845.364,2077.390,2572.810,2379.503,2042.093,2793.752,2184.389,2749.454
2017,2381.053,2020.853,2676.374,2203.974,2518.487,2436.794,1705.280,2878.890,2138.192,2760.044
2018,2334.608,2131.348,2696.556,2237.852,2564.053,2309.493,1876.294,2729.287,2077.832,2646.556
2019,2416.751,2164.329,2745.626,2223.099,2614.181,2300.936,2005.276,2582.204,2034.808,2502.932
2020,2390.198,2045.339,2773.317,2125.922,2534.493,2332.701,1825.167,2812.032,2103.853,2707.154
2021,2368.144,1834.926,2508.337,2169.267,2477.652,2351.771,1941.847,3016.274,2111.166,2701.162
2022,2326.681,1966.182,2662.457,2210.737,2616.882,2382.705,2020.258,2819.932,2048.479,2589.870
2023,2303.828,2049.354,2884.264,2147.320,2574.825,2330.543,2025.411,2773.716,2073.401,2659.357
2024,2355.289,2038.274,2556.846,2117.157,2534.378,2356.798,1900.712,2561.818,2107.382,2509.439
2025,2289.753,1879.854,2723.670,1952.008,2491.752,2243.284,1976.163,2642.543,1993.340,2498.565
2026,2222.244,1994.726,2642.040,2132.077,2408.434,2271.982,1975.634,2615.986,2111.744,2502.481
2027,2326.400,1693.903,2663.068,2151.133,2476.152,2306.508,1941.494,2747.731,2127.277,2477.759
2028,2313.942,1992.686,2706.860,2077.868,2550.573,2304.843,1840.016,2948.420,2050.842,2632.565
2029,2410.451,2025.805,2780.541,2112.211,2536.969,2253.154,1862.410,2685.564,1991.834,2585.168
2030,2171.973,1724.271,2729.549,1992.093,2537.087,2159.658,1823.164,2762.589,2025.769,2361.340
2031,2291.438,1875.448,2569.547,2025.468,2551.343,2208.950,1821.649,2802.958,1954.225,2595.109
2032,2252.216,1834.954,2804.982,2035.554,2558.458,2172.463,1744.008,2809.065,1975.397,2505.822
2033,2181.893,1911.717,2708.281,1977.546,2566.385,2207.094,1908.521,2551.164,1955.626,2411.419
2034,2332.052,1783.840,2541.133,2141.490,2513.313,2252.969,1760.298,2678.256,2024.160,2425.819
2035,2283.658,1815.859,2571.313,2032.487,2503.399,2173.948,1782.234,2546.740,1994.114,2419.492
2036,2121.969,1770.407,2792.538,1965.646,2389.364,2188.627,1760.249,2677.545,1976.736,2395.842
2037,2239.573,1956.114,2743.150,2047.234,2518.021,2189.773,1903.451,2545.777,1997.440,2477.133
2038,2236.065,1763.411,3041.024,1986.326,2511.717,2114.577,1730.849,2461.935,1950.891,2373.400
2039,2206.319,1714.126,2544.345,1862.760,2334.519,2225.340,1784.918,2493.978,1989.047,2405.815
2040,2170.847,1517.861,2534.751,1834.231,2447.004,2130.140,1913.041,2585.193,1947.632,2473.099
2041,2140.787,1704.707,2574.805,1925.851,2373.743,2209.774,1754.850,2460.465,1884.427,2403.352
2042,2182.697,1861.379,2644.742,1965.342,2526.334,2047.451,1908.856,2532.121,1957.026,2246.036
2043,2256.323,1552.336,2625.284,1881.192,2463.957,2081.666,1766.110,2455.331,1849.807,2397.553
2044,2232.737,1745.947,2517.512,1890.722,2443.884,2186.847,1615.065,2506.045,1937.050,2410.901
2045,2141.194,1758.431,2662.164,1882.307,2545.115,2120.997,1800.276,2736.757,1877.534,2389.248
2046,2064.985,1522.890,2511.369,1857.987,2355.434,2128.261,1704.741,2561.499,1896.761,2387.053
2047,2259.812,1733.704,2637.638,1961.505,2432.284,2096.477,1720.884,2304.311,1855.691,2254.566
2048,2175.141,1973.950,2701.364,2011.088,2417.250,2146.245,1606.991,2590.008,1853.604,2325.361
2049,2181.696,1792.637,2650.590,1858.991,2374.888,2006.078,1719.149,2589.529,1804.252,2330.842
2050,2251.398,1944.038,2560.704,2035.781,2375.884,1982.267,1572.046,2228.237,1647.638,2215.105
2051,2179.626,1896.470,2586.642,1975.155,2332.462,2084.238,1632.078,2722.756,1791.110,2290.224
2052,2181.685,1738.955,2639.591,1920.980,2483.998,2061.948,1698.812,2519.623,1880.120,2419.095
2053,2182.831,1736.329,2727.823,1940.955,2516.432,2044.637,1763.081,2316.656,1835.425,2219.258
2054,2069.857,1613.447,2480.337,1764.224,2426.236,1995.017,1349.621,2478.044,1752.529,2296.175
2055,2190.991,1580.923,2477.850,1952.772,2455.206,2053.280,1659.508,2385.541,1750.396,2314.694
2056,2003.229,1780.047,2441.656,1913.431,2303.227,1941.078,1614.023,2344.482,1728.267,2217.213
2057,2087.491,1723.042,2436.893,1847.893,2404.021,2040.764,1596.881,2519.303,1770.660,2421.389
2058,2112.547,1624.018,2494.344,1871.771,2392.955,1999.639,1580.033,2360.161,1654.130,2203.229
2059,2073.651,1508.288,2674.661,1939.990,2503.323,1888.525,1518.473,2190.685,1731.900,2102.847
2060,2075.258,1761.512,2785.532,1853.387,2509.571,1935.554,1615.862,2322.263,1697.047,2274.385
2061,2036.143,1761.415,2473.089,1797.861,2177.092,1939.513,1553.981,2331.105,1679.082,2176.118
2062,2052.795,1640.572,2525.882,1775.300,2321.769,1935.268,1610.131,2487.737,1699.179,2157.908
2063,2064.265,1666.730,2648.558,1811.573,2419.267,1950.255,1512.811,2331.905,1644.197,2137.642
2064,2047.183,1601.459,2511.664,1906.065,2407.409,1895.937,1516.918,2446.352,1592.724,2177.512
2065,2102.614,1561.442,2391.617,1726.971,2357.798,1863.309,1556.577,2445.160,1677.079,2105.794
2066,2073.365,1812.614,2406.766,1859.460,2329.195,1801.871,1367.934,2398.816,1560.288,2127.156
2067,2100.572,1704.373,2635.836,1747.200,2435.007,1907.910,1526.116,2501.591,1648.474,2304.140
2068,2193.209,1729.289,2698.405,1842.352,2442.393,1900.340,1453.167,2225.653,1625.435,2100.386
2069,1982.430,1702.633,2506.945,1795.268,2218.562,1798.189,1470.768,2426.572,1629.816,2113.947
2070,2110.825,1682.151,2739.377,1852.243,2362.911,1800.086,1498.693,2198.155,1506.147,2051.715
2071,2025.051,1682.476,2459.815,1792.884,2357.799,1853.230,1600.456,2146.744,1695.195,1964.599
2072,2126.426,1785.407,2540.200,1907.171,2442.290,1762.975,1550.105,2211.661,1578.116,2072.200
2073,2103.218,1636.011,2435.107,1741.948,2314.232,1781.155,1358.077,2100.621,1599.030,2060.806
2074,2165.280,1820.399,2408.635,1930.438,2312.195,1794.435,1368.450,2345.346,1544.952,2027.506
2075,2117.080,1706.376,2476.021,1892.276,2292.095,1825.624,1466.487,2304.444,1512.155,2249.190
2076,2093.733,1476.996,2589.551,1889.096,2394.318,1721.682,1415.284,2005.731,1480.953,1925.207
2077,1958.040,1712.881,2481.552,1800.625,2371.012,1723.297,1439.035,2322.420,1525.337,2304.794
2078,2079.382,1705.333,2461.257,1776.166,2329.317,1813.100,1290.639,2388.693,1446.180,2112.631
2079,2145.876,1627.496,2556.476,1799.324,2498.213,1729.492,1433.189,2087.343,1469.221,1997.699
2080,2032.331,1744.886,2476.282,1855.198,2305.583,1687.769,1289.029,2093.066,1478.609,1956.702
2081,2037.640,1569.380,2759.476,1746.959,2365.727,1605.116,1293.546,2333.946,1397.683,2085.784
2082,1972.898,1622.134,2328.648,1758.646,2150.380,1672.645,1426.919,2036.138,1473.704,1979.165
2083,2039.037,1729.350,2245.755,1795.834,2183.106,1681.387,1389.116,2027.615,1486.586,1873.319
2084,2038.909,1737.143,2455.488,1784.820,2206.378,1729.197,1247.274,2437.229,1314.204,1958.609
2085,1972.128,1708.407,2343.466,1842.477,2328.302,1625.800,1254.811,2140.670,1365.766,1846.337
2086,2119.275,1600.936,2479.912,1746.759,2434.874,1755.728,1048.519,2023.864,1410.528,1979.795
2087,2048.196,1454.647,2576.867,1868.950,2240.213,1663.120,1205.070,2002.450,1423.308,1937.566
2088,2047.808,1661.124,2665.206,1754.430,2399.443,1641.166,1187.552,2033.446,1452.800,1899.823
2089,2102.010,1537.514,2377.924,1850.541,2340.725,1666.534,1277.165,2131.873,1342.643,1942.133
2090,2081.287,1603.170,2681.376,1806.514,2310.482,1665.419,1073.807,1863.292,1410.649,1860.815
2091,2081.914,1828.261,2511.743,1863.390,2369.116,1525.002,1172.924,1900.290,1355.853,1843.046
2092,2042.865,1629.496,2589.872,1692.425,2332.611,1595.383,1017.837,2092.304,1287.779,1845.672
2093,1945.605,1602.674,2323.969,1822.598,2257.004,1507.010,1378.456,2036.143,1381.749,1920.812
2094,2024.697,1552.748,2511.781,1817.446,2306.103,1553.176,1050.132,2019.832,1132.704,1816.335
2095,1999.097,1674.208,2463.475,1688.767,2328.473,1556.578,1298.267,2203.665,1343.303,2020.594
2096,2073.308,1381.374,2367.106,1755.087,2293.248,1576.465,1230.171,2026.192,1296.047,1832.845
2097,1889.959,1527.886,2420.191,1719.145,2243.729,1496.340,1061.425,2184.127,1191.735,1947.196
2098,1995.999,1484.269,2497.573,1604.874,2416.271,1584.201,1164.078,1971.653,1316.278,1940.020
2099,1907.818,1453.677,2424.904,1696.204,2280.071,1488.183,1189.560,1849.223,1411.379,1651.709
