year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,0.003,0.000,0.597,0.000,0.278,0.000,0.000,0.109,0.000,0.095
2007,0.000,0.000,3.334,0.000,0.462,0.003,0.000,1.580,0.000,0.724
2008,0.003,0.000,1.504,0.000,0.274,0.000,0.000,1.961,0.000,0.024
2009,0.000,0.000,0.623,0.000,0.161,0.003,0.000,0.092,0.000,0.055
2010,0.000,0.000,0.211,0.000,0.008,0.003,0.000,2.490,0.000,1.109
2011,0.005,0.000,1.924,0.000,0.575,0.003,0.000,5.144,0.000,0.807
2012,0.007,0.000,1.498,0.000,0.235,0.000,0.000,6.344,0.000,0.555
2013,0.009,0.000,4.857,0.000,0.843,0.003,0.000,2.395,0.000,1.238
2014,0.003,0.000,1.479,0.000,0.628,0.000,0.000,8.450,0.000,0.390
2015,0.002,0.000,1.214,0.000,0.540,0.000,0.000,2.817,0.000,0.498
2016,0.003,0.000,1.347,0.000,0.997,0.003,0.000,0.773,0.000,0.510
2017,0.022,0.000,3.055,0.000,0.977,0.003,0.000,0.512,0.000,0.282
2018,0.002,0.000,0.423,0.000,0.280,0.024,0.000,3.179,0.000,0.636
2019,0.000,0.000,0.462,0.000,0.070,0.020,0.000,5.298,0.000,1.374
2020,0.201,0.000,1.929,0.000,1.703,0.007,0.000,3.571,0.000,0.582
2021,0.003,0.000,2.586,0.000,0.134,0.003,0.000,2.903,0.000,0.187
2022,0.003,0.000,1.884,0.000,0.321,0.007,0.000,3.396,0.000,0.119
2023,0.002,0.000,2.031,0.000,1.097,0.099,0.000,9.717,0.000,0.728
2024,0.002,0.000,2.669,0.000,0.524,0.106,0.000,3.113,0.003,1.418
2025,0.003,0.000,1.935,0.000,0.341,0.003,0.000,2.413,0.000,1.029
2026,0.003,0.000,3.464,0.000,1.258,0.003,0.000,1.971,0.000,0.545
2027,0.009,0.000,1.466,0.000,0.862,0.024,0.000,6.008,0.000,1.621
2028,0.290,0.000,1.707,0.000,1.007,0.061,0.000,2.364,0.000,1.748
2029,0.010,0.000,4.730,0.000,1.416,0.007,0.000,2.634,0.000,0.809
2030,0.005,0.000,3.639,0.000,3.004,0.099,0.000,4.662,0.003,1.343
2031,0.004,0.000,4.481,0.000,1.649,0.085,0.000,2.373,0.000,1.608
2032,0.032,0.000,4.500,0.000,1.662,0.034,0.000,6.318,0.000,1.864
2033,0.044,0.000,3.364,0.000,0.928,0.017,0.000,19.119,0.000,2.153
2034,0.191,0.000,1.729,0.003,1.111,0.130,0.000,4.540,0.000,1.485
2035,0.465,0.000,2.847,0.000,1.764,0.099,0.000,2.336,0.000,0.664
2036,0.298,0.000,4.363,0.000,1.851,0.387,0.000,6.037,0.000,4.734
2037,0.003,0.000,8.697,0.000,0.286,0.515,0.000,3.915,0.004,2.733
2038,0.070,0.000,2.613,0.003,2.290,0.105,0.000,3.979,0.000,1.597
2039,0.204,0.000,5.408,0.000,1.834,0.211,0.000,9.038,0.000,5.819
2040,0.114,0.000,6.232,0.000,3.375,0.292,0.000,3.875,0.007,2.756
2041,0.243,0.000,2.679,0.000,1.631,0.463,0.000,11.574,0.003,2.175
2042,0.262,0.000,3.262,0.000,1.744,0.713,0.000,6.333,0.031,4.745
2043,0.310,0.000,5.826,0.000,3.323,1.512,0.000,6.713,0.007,2.513
2044,0.009,0.000,2.920,0.000,1.264,0.430,0.000,18.792,0.007,1.710
2045,0.299,0.000,7.032,0.000,3.484,0.674,0.000,5.380,0.000,4.521
2046,0.809,0.000,6.955,0.022,3.444,1.170,0.000,11.622,0.014,5.870
2047,0.580,0.000,11.577,0.016,3.086,0.539,0.003,8.293,0.014,4.261
2048,0.243,0.000,11.554,0.003,3.175,1.555,0.000,19.795,0.007,6.553
2049,0.726,0.000,7.219,0.003,2.992,1.594,0.000,15.947,0.099,6.414
2050,0.487,0.000,10.525,0.000,2.841,0.610,0.000,6.935,0.007,5.093
2051,0.532,0.000,6.180,0.000,3.448,1.607,0.000,8.628,0.024,4.507
2052,0.778,0.000,7.373,0.000,3.608,0.786,0.003,13.416,0.085,4.788
2053,0.389,0.000,13.370,0.000,3.118,2.221,0.405,13.125,1.176,10.110
2054,0.325,0.000,3.201,0.000,1.303,2.118,0.007,17.957,0.201,7.799
2055,0.733,0.003,6.339,0.006,2.414,2.884,0.207,13.425,0.548,6.008
2056,0.965,0.000,6.285,0.000,6.037,3.627,0.000,25.822,0.031,10.354
2057,0.350,0.000,6.067,0.000,4.266,1.579,0.003,14.347,0.286,8.268
2058,0.508,0.000,7.319,0.025,4.626,4.660,0.007,17.523,0.833,11.428
2059,1.922,0.000,13.325,0.003,5.749,2.659,0.000,21.106,0.024,9.140
2060,0.359,0.000,10.596,0.000,4.671,2.784,0.000,27.554,0.051,16.182
2061,0.437,0.000,10.137,0.028,3.242,3.851,0.000,17.472,0.965,13.230
