year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,7.180,2.726,9.566,4.156,9.247,7.643,2.092,13.872,4.736,11.138
2007,6.448,2.922,9.838,4.085,8.883,7.863,3.395,13.236,4.528,10.147
2008,7.188,3.034,13.766,5.598,9.472,7.542,3.547,15.045,5.297,9.884
2009,5.854,2.219,12.754,4.029,8.951,7.509,4.905,13.641,5.443,10.611
2010,6.434,2.960,14.704,4.217,10.037,5.901,3.685,11.496,4.684,10.661
2011,7.594,2.187,13.590,3.589,10.024,5.840,2.419,10.792,2.972,8.690
2012,7.225,2.407,14.200,3.479,9.818,6.015,3.153,12.582,3.449,8.607
2013,7.894,2.462,16.976,3.813,11.519,6.371,3.372,11.179,3.725,9.291
2014,5.911,3.983,11.543,4.444,9.964,5.479,2.830,12.900,3.501,9.229
2015,6.837,4.522,13.001,5.092,10.227,6.848,2.179,13.796,4.278,11.502
2016,6.499,3.189,14.877,4.291,10.440,7.643,1.617,14.542,5.248,11.524
2017,7.122,3.570,15.215,3.842,11.139,6.531,1.358,18.921,4.038,9.612
2018,8.155,3.432,11.804,4.200,10.157,7.265,2.774,12.017,5.502,10.341
2019,6.656,3.295,12.172,3.572,10.094,6.909,3.417,12.065,3.900,11.642
2020,8.121,3.591,13.929,3.773,13.698,5.840,4.064,10.685,4.456,9.980
2021,7.262,2.719,13.169,4.822,11.671,7.396,3.427,13.255,4.502,9.035
2022,8.259,4.175,17.959,4.870,11.773,7.915,2.824,13.459,5.972,10.947
2023,6.971,4.143,12.687,4.778,10.857,7.635,4.196,17.370,4.576,11.967
2024,6.518,3.187,15.754,4.140,11.309,8.974,1.888,12.379,4.500,11.834
2025,7.143,2.908,14.806,4.813,10.601,7.672,3.263,11.464,4.993,10.281
2026,6.728,3.585,14.258,4.431,8.999,7.035,4.921,11.599,5.516,10.740
2027,8.044,3.234,13.675,4.422,12.618,7.645,2.185,13.506,5.840,11.904
2028,7.142,2.286,10.953,4.047,9.000,7.688,3.187,11.409,5.329,10.010
2029,6.842,3.476,12.274,4.414,10.613,9.092,4.240,13.298,5.613,11.086
2030,6.420,1.778,12.797,4.664,10.278,8.394,3.589,14.449,4.055,11.626
2031,7.760,4.640,11.089,4.922,10.912,7.007,3.183,13.955,3.764,10.923
2032,8.793,4.904,14.642,5.827,11.406,7.492,3.959,14.091,5.999,12.964
2033,7.223,3.887,15.919,4.302,11.253,7.680,3.302,16.242,4.357,11.986
2034,8.302,3.561,16.297,5.418,12.956,7.309,2.887,13.612,4.883,10.080
2035,6.431,2.999,14.126,3.213,10.501,6.846,3.979,17.452,3.996,10.536
2036,7.128,2.645,10.699,4.297,10.054,5.656,2.838,13.701,3.887,11.051
2037,7.771,3.577,12.973,5.457,11.781,7.523,3.496,11.989,3.806,10.107
2038,6.411,4.876,10.798,4.952,9.971,8.269,2.019,11.911,3.863,10.716
2039,7.351,3.072,11.984,4.264,11.237,6.051,2.657,11.679,3.998,9.829
2040,7.931,2.139,14.375,4.747,12.164,7.615,3.102,14.553,4.377,10.751
2041,7.658,2.835,13.380,5.202,9.490,7.642,3.797,15.959,5.017,11.891
2042,8.215,2.358,15.346,5.289,11.619,7.322,3.861,13.637,4.684,9.579
2043,7.233,3.487,13.641,4.284,11.793,7.374,3.082,16.008,4.951,11.029
2044,8.143,4.480,14.619,5.150,11.623,8.933,2.029,13.902,4.642,13.201
2045,7.108,3.676,11.534,4.627,10.504,8.702,3.288,12.177,5.399,11.366
2046,5.540,3.537,11.831,3.806,9.270,8.621,3.094,12.991,4.910,10.164
2047,6.730,4.197,11.599,4.966,10.450,9.841,3.700,14.061,5.063,13.537
2048,8.082,3.276,13.991,4.724,10.738,8.234,4.400,13.924,5.009,11.724
2049,7.492,0.698,18.240,4.618,11.444,8.126,4.131,12.348,5.340,9.653
2050,7.098,3.506,16.157,4.056,11.774,8.162,2.853,11.060,5.713,10.365
2051,8.965,3.332,17.288,4.727,13.831,7.631,4.465,13.799,4.796,11.352
2052,9.089,2.633,13.917,4.747,12.849,7.431,3.771,15.224,5.543,11.580
2053,7.672,5.302,12.709,5.747,10.872,8.923,4.120,15.274,6.263,13.285
2054,7.874,2.648,16.128,5.016,13.756,7.408,2.311,15.467,3.688,12.617
2055,8.431,3.590,13.947,4.879,12.773,7.926,5.319,11.927,5.733,10.721
2056,6.164,3.250,16.887,3.948,12.444,8.199,3.355,13.699,4.543,12.921
2057,7.301,3.969,15.828,4.386,12.525,8.245,2.657,10.690,5.761,10.422
2058,6.730,2.540,16.801,3.265,9.239,8.163,3.478,14.916,4.559,12.376
2059,7.588,1.933,16.078,5.056,12.258,8.229,3.418,15.483,5.360,12.366
2060,9.567,4.646,15.284,6.418,13.231,8.201,2.657,13.567,4.251,12.257
2061,8.333,3.160,21.677,4.986,14.504,7.529,2.978,12.712,3.644,10.176
2062,7.843,4.586,14.039,5.371,11.979,8.462,2.285,20.108,4.443,13.949
2063,9.216,3.057,15.858,4.835,12.252,9.083,5.156,15.829,5.361,12.255
2064,7.717,3.945,17.912,4.895,13.282,7.744,3.397,15.182,4.543,11.606
2065,7.888,3.260,12.155,4.286,9.365,7.713,2.089,14.973,5.361,10.432
2066,8.232,3.386,13.551,5.431,10.915,8.966,2.760,15.137,6.494,13.340
2067,6.865,3.133,12.173,4.613,11.774,8.085,3.766,13.796,5.381,12.087
