year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2068,7.236,4.945,11.856,5.154,11.725,7.557,4.607,13.657,5.281,11.688
2069,8.227,3.531,11.416,4.694,11.037,10.016,5.222,16.034,7.465,12.379
2070,7.937,4.479,12.810,4.714,11.315,8.254,1.217,17.380,4.718,12.991
2071,7.407,3.351,11.932,6.186,11.222,9.128,3.372,18.714,5.007,13.466
2072,8.173,0.462,12.075,5.319,10.497,9.045,4.826,16.803,5.963,11.847
2073,8.007,3.951,14.281,4.416,11.333,8.350,3.604,19.423,4.675,12.520
2074,8.464,3.818,14.154,4.499,13.627,10.311,4.548,15.483,6.409,14.027
2075,7.379,1.623,12.925,4.963,11.766,8.944,3.978,13.290,4.873,12.167
2076,7.117,2.898,12.508,3.888,11.431,9.406,4.273,14.375,6.946,13.393
2077,8.689,5.477,15.644,6.499,12.180,8.359,3.532,16.208,4.920,11.955
2078,8.553,4.451,13.831,5.786,11.213,8.424,4.866,15.682,5.301,12.529
2079,6.363,1.811,18.092,3.212,9.718,10.381,4.951,16.097,5.720,14.392
2080,7.981,4.044,15.128,5.392,13.010,9.174,3.603,16.734,6.840,12.909
2081,10.016,5.470,21.738,7.595,13.036,9.184,5.076,17.280,6.596,15.036
2082,7.841,3.620,11.104,4.625,9.653,9.816,5.049,15.397,6.487,12.848
2083,8.313,4.145,13.951,6.284,10.827,9.770,6.083,15.635,6.307,14.097
2084,6.603,2.708,15.611,3.384,13.138,9.235,4.061,21.188,5.963,12.104
2085,8.555,4.735,14.358,5.528,12.291,9.961,3.210,20.439,4.560,14.308
2086,8.284,4.566,15.104,4.904,12.160,9.451,2.091,19.024,6.029,13.393
2087,7.752,4.080,12.692,4.981,9.426,11.246,3.578,16.070,6.526,14.670
2088,8.072,2.524,13.807,5.024,11.056,8.289,3.744,19.478,4.679,12.688
2089,9.130,3.918,15.377,5.810,12.858,10.274,4.575,16.867,5.658,12.475
2090,9.539,5.235,14.730,6.675,12.765,9.359,3.133,13.075,3.718,12.469
2091,9.264,5.237,13.772,6.407,12.590,9.924,4.133,15.632,5.836,13.022
2092,8.206,3.745,14.117,5.579,11.260,9.819,4.731,15.619,6.486,14.038
2093,7.645,5.402,15.120,5.723,10.855,8.307,4.014,17.813,4.148,13.990
2094,9.636,4.475,12.938,4.787,12.179,9.354,3.415,15.638,5.549,13.722
2095,8.166,2.307,15.005,4.334,10.354,8.931,3.473,17.874,5.586,15.769
2096,7.330,3.438,16.794,4.094,11.945,10.032,4.042,15.868,5.809,13.237
2097,8.505,1.986,15.112,5.405,12.499,9.259,3.928,22.278,6.373,15.826
2098,8.272,2.959,13.399,4.622,11.536,10.089,4.738,22.070,5.672,13.175
2099,8.076,3.277,12.159,5.340,10.078,7.468,3.929,18.381,5.844,13.055
