year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2072,7.748,6.426,8.986,6.852,8.587,9.356,7.870,10.468,8.289,10.139
2073,7.805,6.493,9.296,6.872,9.275,9.465,8.053,11.519,8.420,10.403
2074,7.548,6.987,9.079,7.100,8.800,9.798,7.871,11.140,8.642,10.417
2075,7.875,6.339,9.494,6.952,8.769,9.731,7.220,10.723,8.002,10.406
2076,7.817,6.394,9.698,7.029,8.931,9.782,8.053,10.853,8.815,10.524
2077,8.270,6.342,9.347,6.948,8.940,9.804,6.421,11.066,7.751,10.719
2078,8.107,6.866,9.282,7.079,8.897,9.979,7.370,11.305,8.340,10.745
2079,7.886,6.381,9.574,6.855,9.000,9.808,8.191,11.174,8.941,10.836
2080,8.262,7.206,9.169,7.290,8.859,9.981,8.516,11.072,9.012,10.782
2081,7.984,6.261,9.995,7.134,9.260,10.291,7.573,11.349,7.919,11.197
2082,8.318,6.780,9.560,7.440,9.224,9.882,7.977,11.070,8.992,10.972
2083,8.217,7.515,9.153,7.652,9.106,9.952,8.637,11.337,9.101,11.064
2084,8.048,6.615,9.216,7.280,8.960,10.140,7.386,11.939,9.100,11.253
2085,8.182,6.523,9.251,7.284,8.872,10.412,7.967,11.738,9.052,11.474
2086,8.033,6.701,9.526,6.930,8.990,10.159,8.491,12.683,8.904,11.015
2087,7.986,6.548,9.145,7.295,8.945,10.514,8.302,11.968,9.633,11.028
2088,8.155,6.128,9.527,6.940,8.971,10.411,8.762,11.692,9.240,11.409
2089,8.116,6.501,9.361,6.831,8.922,10.473,8.341,11.870,8.842,11.292
2090,7.982,6.059,9.510,7.118,9.039,10.646,8.899,12.467,9.078,11.736
2091,8.037,6.636,9.035,6.822,8.732,10.970,9.109,12.199,9.550,11.721
2092,8.011,6.427,10.072,7.264,9.153,10.721,7.978,12.514,9.200,12.175
2093,8.296,7.060,9.390,7.257,9.083,10.768,8.780,11.812,9.196,11.648
2094,8.209,6.851,9.735,6.927,8.851,10.607,8.544,12.202,9.248,11.964
2095,8.164,6.589,9.672,7.052,9.353,10.868,7.782,12.002,8.580,11.782
2096,8.017,6.839,10.222,7.226,9.190,10.469,8.893,12.383,9.365,11.986
2097,8.716,6.616,9.418,7.504,9.299,11.309,8.091,12.879,9.015,12.176
2098,8.288,6.667,9.798,7.092,9.541,10.941,8.725,12.455,9.677,12.141
2099,8.511,6.624,10.673,7.195,9.321,10.981,9.493,12.694,10.281,11.982
