year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,3.542,2.489,4.292,2.889,4.197,3.529,2.851,5.019,2.938,4.074
2007,3.471,2.653,4.023,3.009,3.955,3.467,2.738,4.657,2.822,4.243
2008,3.522,2.935,4.745,2.992,4.115,3.691,3.279,4.542,3.381,4.014
2009,3.456,2.693,3.886,2.868,3.779,3.666,2.808,4.869,3.108,4.510
2010,3.445,2.513,4.731,3.150,4.201,3.693,2.570,5.128,2.878,4.307
2011,3.855,2.090,4.653,2.936,4.209,3.329,2.638,4.479,2.676,3.915
2012,3.471,2.643,4.501,2.997,4.074,3.500,2.782,5.010,3.005,3.867
2013,3.741,2.479,4.939,2.695,4.225,3.578,2.418,4.551,3.051,4.067
2014,3.382,2.715,4.271,2.997,4.041,3.369,2.733,4.278,2.903,4.143
2015,3.736,3.121,4.762,3.260,4.203,3.548,2.568,4.635,2.945,4.407
2016,3.595,3.091,4.095,3.262,4.031,3.794,2.341,4.471,2.896,4.269
2017,3.516,2.674,4.733,3.205,4.063,3.577,2.365,5.199,2.986,4.159
2018,3.807,2.843,4.410,3.198,4.131,3.556,2.440,4.172,3.329,3.908
2019,3.404,2.637,4.672,3.063,3.994,3.583,1.990,4.830,2.835,4.337
2020,3.796,2.806,4.766,3.086,4.423,3.475,2.896,4.566,3.034,4.342
2021,3.760,2.911,4.613,3.183,4.370,3.588,2.972,4.311,3.011,4.187
2022,3.813,3.011,5.054,3.146,4.333,3.839,2.604,5.247,3.102,4.269
2023,3.640,2.746,4.506,3.171,4.017,3.589,2.638,5.262,2.919,4.088
2024,3.593,3.036,4.815,3.119,4.218,3.689,3.162,4.626,3.289,4.140
2025,3.611,2.760,4.494,3.054,4.036,3.779,2.757,4.616,3.240,4.424
2026,3.533,2.846,4.816,2.976,3.932,3.760,3.151,4.671,3.356,4.310
2027,3.516,2.347,4.693,2.804,4.546,3.729,2.321,4.676,3.237,4.432
2028,3.631,2.677,4.337,3.033,4.187,3.582,2.995,4.218,3.084,4.099
2029,3.475,2.956,4.556,3.051,4.039,3.914,3.039,4.502,3.302,4.478
2030,3.481,2.602,4.533,3.044,4.271,3.839,2.883,4.540,3.085,4.117
2031,3.691,3.032,4.325,3.110,4.286,3.706,2.749,4.744,3.236,4.225
2032,3.656,2.673,4.787,3.380,4.450,3.833,3.105,4.837,3.260,4.543
2033,3.592,2.669,5.006,3.020,4.087,3.619,2.747,5.126,3.028,4.346
2034,3.545,2.683,4.909,2.952,4.566,3.619,2.826,4.533,3.097,4.162
2035,3.544,2.694,4.563,2.772,4.219,3.653,2.476,5.389,2.932,4.093
2036,3.626,3.044,4.211,3.194,4.133,3.360,2.440,4.770,2.722,4.117
2037,3.788,2.104,4.811,3.357,4.386,3.510,2.991,4.427,3.105,4.162
2038,3.292,2.823,4.421,3.007,3.983,3.700,2.696,4.526,3.055,4.353
2039,3.801,2.598,4.544,3.087,4.419,3.456,2.718,4.688,2.971,4.550
2040,3.693,2.499,5.183,3.043,4.341,3.554,2.938,5.109,3.038,4.311
2041,3.696,3.040,4.786,3.207,4.016,3.532,2.730,4.908,3.053,4.210
2042,3.772,2.856,5.121,3.055,4.260,3.519,2.722,4.573,2.850,4.270
2043,3.559,2.358,4.515,3.051,4.289,3.894,2.613,4.654,2.897,4.210
2044,3.806,3.147,4.440,3.375,4.317,3.779,2.724,5.110,2.915,4.694
2045,3.363,2.462,4.292,2.703,4.187,3.800,2.851,4.934,3.051,4.298
2046,3.283,2.919,4.550,2.928,3.746,3.776,2.759,4.787,3.021,4.459
2047,3.334,2.382,4.428,2.922,3.954,4.044,2.637,4.761,2.984,4.602
2048,3.609,2.877,4.777,3.281,4.560,3.815,2.872,4.956,3.066,4.375
2049,3.752,2.133,5.255,2.998,4.271,3.789,2.764,5.014,3.206,4.371
2050,3.514,2.376,4.807,2.754,4.548,3.706,2.993,4.508,3.223,4.380
2051,4.110,2.581,5.045,3.150,4.598,3.577,2.847,4.692,3.129,4.242
2052,3.811,2.471,4.867,2.800,4.618,3.653,2.909,5.127,3.063,4.270
2053,3.597,2.780,4.743,3.109,4.295,3.932,3.113,5.115,3.174,4.593
2054,3.719,3.109,4.860,3.259,4.769,3.809,2.708,4.797,3.087,4.243
2055,3.840,2.682,4.808,2.959,4.317,3.750,2.840,4.635,2.975,4.578
2056,3.504,2.647,5.150,2.894,4.459,3.717,2.999,4.751,3.120,4.275
2057,3.671,2.606,5.322,3.041,4.468,3.780,2.469,4.837,3.140,4.392
2058,3.428,2.228,4.792,2.640,3.949,3.598,2.589,4.771,2.771,4.504
2059,3.546,2.058,4.999,2.985,4.171,3.620,2.988,5.126,3.232,4.508
2060,4.090,3.274,4.809,3.475,4.421,3.776,2.792,4.691,3.141,4.616
2061,3.949,2.952,6.343,3.304,5.175,3.597,2.512,4.645,2.824,4.396
2062,3.748,3.162,4.706,3.224,4.597,3.605,2.692,5.261,2.998,4.789
2063,4.041,2.533,4.992,3.405,4.584,3.807,3.029,4.986,3.296,4.511
2064,3.452,2.511,5.149,2.943,4.442,3.633,2.759,4.555,2.970,4.332
2065,3.497,2.607,4.711,2.838,4.258,3.717,2.599,4.533,3.107,4.219
2066,3.623,2.953,4.174,3.245,4.085,3.833,2.808,4.865,3.234,4.639
2067,3.636,2.331,4.768,3.095,4.290,3.853,2.992,5.404,3.226,4.312
2068,3.621,3.231,4.843,3.377,4.139,3.487,2.636,5.097,2.907,4.397
2069,3.675,2.909,5.143,3.085,4.163,3.788,3.251,5.195,3.302,4.434
2070,3.759,3.220,4.688,3.499,4.135,3.695,2.284,4.614,2.951,4.432
2071,3.632,2.531,4.499,3.273,4.256,3.989,2.617,5.501,3.079,4.774
2072,3.621,2.553,4.315,2.886,4.113,3.735,2.816,4.481,3.178,4.374
2073,3.751,3.153,4.579,3.297,4.399,3.562,2.383,5.137,2.867,4.357
2074,3.483,2.645,4.546,3.070,4.407,3.867,2.679,5.106,2.869,4.981
2075,3.587,2.639,4.451,2.961,4.327,3.686,2.994,4.531,3.041,4.222
2076,3.485,2.781,4.527,2.906,4.250,3.999,2.513,4.773,3.240,4.423
2077,3.693,2.941,5.338,3.242,4.630,3.730,2.306,5.132,3.139,4.503
2078,3.932,3.098,4.552,3.144,4.250,3.798,3.011,5.076,3.226,4.403
2079,3.645,2.878,4.895,3.173,4.328,3.836,2.962,4.929,3.259,4.463
2080,3.889,2.578,4.913,3.185,4.716,3.882,2.976,5.034,3.147,4.907
2081,4.037,3.658,5.229,3.752,4.838,3.646,2.873,5.471,3.132,4.990
2082,3.672,2.776,4.423,3.062,4.260,3.763,2.544,5.096,3.240,4.615
2083,3.709,2.963,4.755,3.206,4.395,3.825,3.085,5.382,3.218,4.619
2084,3.709,2.499,4.778,2.920,4.396,3.921,3.019,5.586,3.193,4.571
2085,3.619,2.977,4.505,3.130,4.387,3.965,2.693,5.610,3.243,4.696
2086,3.686,2.878,4.691,3.203,4.294,3.807,2.791,5.305,3.353,4.779
2087,3.546,2.747,3.949,2.966,3.899,4.071,2.827,5.200,3.283,5.023
2088,3.773,3.088,4.409,3.439,4.296,3.702,2.088,4.958,2.788,4.478
2089,3.912,2.574,5.173,3.369,4.704,3.857,2.582,5.126,3.454,4.358
2090,3.774,3.069,4.922,3.272,4.778,4.123,2.390,4.917,3.215,4.643
2091,3.903,3.070,4.978,3.371,4.596,3.950,2.835,4.639,3.104,4.534
2092,3.805,2.954,5.072,3.161,4.270,3.848,2.798,4.990,3.076,4.929
