year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2060,15.828,4.700,23.538,8.898,22.395,14.952,8.171,28.262,10.356,25.123
2061,17.432,7.995,21.805,12.834,21.327,18.279,9.207,28.361,11.641,22.601
2062,15.890,7.728,31.369,9.117,23.212,14.693,7.143,27.905,9.997,27.010
2063,18.636,7.924,30.410,10.204,25.312,14.985,7.603,28.143,11.523,22.272
2064,14.341,8.782,28.320,11.626,19.161,14.665,4.225,25.584,8.540,21.151
2065,15.395,9.348,22.347,10.503,20.957,14.252,4.919,29.848,9.213,23.877
2066,17.883,9.059,30.917,11.008,24.019,14.992,6.791,26.893,9.016,21.265
2067,13.650,3.460,21.636,8.817,20.443,13.807,6.156,25.605,7.077,18.831
2068,13.469,5.957,24.603,10.314,19.586,17.019,8.006,29.053,8.465,23.609
2069,17.500,6.839,23.362,11.316,20.665,15.554,8.626,29.551,12.200,24.176
2070,16.085,6.731,31.041,8.855,19.935,18.911,6.144,23.836,11.122,21.899
2071,14.254,5.059,19.898,8.090,19.214,19.043,7.173,29.810,8.911,24.873
2072,11.916,4.564,24.572,8.369,19.062,18.191,4.238,29.263,10.901,20.424
2073,14.218,5.779,22.448,8.471,19.011,16.963,3.871,27.061,10.411,21.648
2074,15.255,9.815,23.339,10.457,20.758,13.667,8.890,22.588,9.276,20.784
2075,13.817,9.348,25.164,9.503,18.431,18.101,2.892,29.835,13.483,24.849
2076,15.819,8.027,21.917,11.691,20.082,18.172,10.148,39.368,12.024,25.167
2077,17.585,9.692,23.873,11.310,21.528,17.233,4.770,28.232,13.833,23.167
2078,14.655,10.517,27.761,10.800,19.947,20.244,3.720,32.651,10.858,25.488
2079,14.971,5.739,23.890,8.804,20.366,18.816,8.158,34.065,12.798,25.450
2080,13.580,4.038,20.951,8.011,19.491,14.670,11.355,28.755,11.692,22.341
2081,14.977,8.728,30.334,11.506,19.710,15.257,5.854,25.506,9.911,24.906
2082,16.318,9.941,28.279,12.240,22.230,18.478,8.077,33.858,12.009,25.461
2083,17.546,9.235,29.007,11.658,23.978,17.667,7.911,32.193,9.623,22.464
2084,16.643,10.135,22.394,10.269,20.546,16.328,7.467,26.659,10.498,23.266
2085,15.543,7.917,26.548,8.280,23.548,15.525,9.862,24.132,10.001,21.828
2086,14.826,10.634,22.223,11.168,20.770,16.581,8.074,25.031,10.741,23.570
2087,17.139,6.693,27.137,9.775,23.913,16.509,6.019,25.543,10.105,23.980
2088,14.231,10.351,32.490,10.672,21.770,16.873,8.636,31.706,10.503,22.389
2089,15.110,7.269,20.444,10.234,19.300,17.238,9.409,28.460,11.478,25.262
2090,16.539,9.205,45.241,13.355,20.510,17.328,8.607,28.348,13.588,26.037
2091,17.521,8.243,28.117,9.120,24.158,14.874,7.814,25.510,10.691,22.090
2092,16.236,8.820,27.144,10.922,24.052,18.329,5.418,35.715,12.922,28.327
2093,17.853,6.932,31.238,13.962,24.428,17.030,7.326,28.279,8.241,25.024
2094,15.701,8.002,23.735,11.848,20.871,18.357,8.625,29.987,10.016,26.105
2095,15.902,8.669,23.261,10.865,20.313,17.229,10.734,24.494,11.509,20.941
2096,16.790,7.621,28.122,12.701,22.688,16.095,7.399,23.014,11.299,21.654
2097,16.166,8.197,32.679,9.822,23.267,15.363,4.828,32.725,7.902,23.064
2098,15.652,9.525,26.179,9.653,23.685,14.703,7.196,29.137,10.247,24.345
2099,12.254,7.124,28.587,7.536,20.919,16.788,11.688,30.478,13.696,24.930
